book_id,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url,small_image_url,popularity,price
767,345465083,Laura Hillenbrand,1999,Seabiscuit,Seabiscuit: An American Legend,en-US,4.2,111497,116984,3636,https://images.gr-assets.com/books/1171644213m/110737.jpg,https://images.gr-assets.com/books/1171644213s/110737.jpg,2,68.36
768,038073186X,Dennis Lehane,2003,Shutter Island,Shutter Island,eng,4.07,113718,124032,6990,https://images.gr-assets.com/books/1329269081m/21686.jpg,https://images.gr-assets.com/books/1329269081s/21686.jpg,9,29.37
769,553328255,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,The Complete Sherlock Holmes,eng,4.5,109754,126558,2774,https://images.gr-assets.com/books/1465539139m/188572.jpg,https://images.gr-assets.com/books/1465539139s/188572.jpg,8,81.55
770,198320272,"William Shakespeare, Roma Gill",1599,The Tragedy of Julius Caesar,Julius Caesar,eng,3.65,119933,135918,3044,https://images.gr-assets.com/books/1354574927m/13006.jpg,https://images.gr-assets.com/books/1354574927s/13006.jpg,2,14.07
771,307408841,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481,122989,12570,https://images.gr-assets.com/books/1327864303m/9938498.jpg,https://images.gr-assets.com/books/1327864303s/9938498.jpg,6,59.71
772,140449140,"Plato, Desmond Lee",-380,?ˇ?®?Ø?????Ê???Ò,The Republic,eng,3.9,110274,122747,2261,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,45.8
773,074347757X,William Shakespeare,1593,The Taming of the Shrew,The Taming of the Shrew,en-US,3.81,126318,134240,2370,https://images.gr-assets.com/books/1327935253m/47021.jpg,https://images.gr-assets.com/books/1327935253s/47021.jpg,7,99.25
774,312642970,Marissa Meyer,2014,Cress,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,177466,20055,https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg,9,51.31
775,006621131X,Patti Smith,2010,Just Kids,Just Kids,en-US,4.14,106542,117400,8415,https://images.gr-assets.com/books/1259762407m/341879.jpg,https://images.gr-assets.com/books/1259762407s/341879.jpg,2,4.31
776,714836257,Phaidon Press,1997,,The Art Book,eng,3.79,102746,102988,192,https://images.gr-assets.com/books/1411210646m/567616.jpg,https://images.gr-assets.com/books/1411210646s/567616.jpg,8,27.36
777,767905180,Jane Green,2001,Jemima J,Jemima J,en-US,3.62,101436,103849,2448,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,3.97
778,451527887,"Victor Hugo, Walter J. Cobb",1831,Notre-Dame de Paris,The Hunchback of Notre-Dame,eng,3.97,119851,133421,3255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,11.1
779,140003065X,Rohinton Mistry,1996,A Fine Balance,A Fine Balance,eng,4.34,99252,104516,7227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,111
780,836220889,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,Calvin and Hobbes,en-US,4.61,117788,118294,684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,74.5
781,689865406,Scott Westerfeld,2006,Specials,"Specials (Uglies, #3)",eng,3.77,139168,148783,7313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,111.5
782,543898083,Kate Chopin,1899,The Awakening,The Awakening,eng,3.63,125474,137455,5662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,27.3
783,031237982X,"P.C. Cast, Kristin Cast",2009,Hunted,"Hunted (House of Night, #5)",eng,3.93,138103,146051,3204,https://images.gr-assets.com/books/1438042897m/4134071.jpg,https://images.gr-assets.com/books/1438042897s/4134071.jpg,4,40.7
784,1401303277,Mitch Albom,2006,For One More Day,For One More Day,en-US,4.09,102193,106720,6632,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,69.43
785,425144372,Tom Clancy,1989,Clear and Present Danger,"Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,105317,108638,574,https://images.gr-assets.com/books/1291440438m/32669.jpg,https://images.gr-assets.com/books/1291440438s/32669.jpg,1,59.12
786,60513098,Shel Silverstein,1996,Falling Up,Falling Up,en-US,4.33,111779,114990,1281,https://images.gr-assets.com/books/1327871908m/30120.jpg,https://images.gr-assets.com/books/1327871908s/30120.jpg,9,68.47
787,61992704,Justin Halpern,2010,Sh*t My Dad Says,Sh*t My Dad Says,,3.98,102560,116368,7386,https://images.gr-assets.com/books/1370399211m/7821447.jpg,https://images.gr-assets.com/books/1370399211s/7821447.jpg,4,77.29
788,2020336464,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,Trainspotting,fre,4.07,59453,110677,2029,https://images.gr-assets.com/books/1375258001m/23955.jpg,https://images.gr-assets.com/books/1375258001s/23955.jpg,1,73.55
789,553803727,Isaac Asimov,1952,Foundation and Empire,Foundation and Empire (Foundation #2),eng,4.2,105595,116241,2054,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,57.89
790,1878424505,Miguel Ruiz,1997,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",The Four Agreements: A Practical Guide to Personal Freedom,,4.12,97016,112472,6132,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,33.13
791,743296435,Jodi Picoult,2010,House Rules,House Rules,en-US,4.01,111239,119767,9871,https://images.gr-assets.com/books/1290479868m/6614960.jpg,https://images.gr-assets.com/books/1290479868s/6614960.jpg,1,81.09
792,394709306,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,Br?¨der Grimm: Kinder- und Hausm??rchen,The Complete Grimm's Fairy Tales,eng,4.31,116324,128007,1851,https://images.gr-assets.com/books/1369540060m/22917.jpg,https://images.gr-assets.com/books/1369540060s/22917.jpg,6,31.58
793,744583276,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537,144108,5440,https://images.gr-assets.com/books/1327784751m/3980.jpg,https://images.gr-assets.com/books/1327784751s/3980.jpg,3,60.25
794,1476727651,Stephen King,2013,Doctor Sleep,"Doctor Sleep (The Shining, #2)",eng,4.1,95276,116565,13654,https://images.gr-assets.com/books/1362415596m/16130549.jpg,https://images.gr-assets.com/books/1362415596s/16130549.jpg,10,63.76
795,140285679,Nick Hornby,1998,About a Boy,About a Boy,en-US,3.79,101999,112161,2794,https://images.gr-assets.com/books/1382004144m/4271.jpg,https://images.gr-assets.com/books/1382004144s/4271.jpg,6,29.3
796,,Samantha Young,2012,On Dublin Street,"On Dublin Street (On Dublin Street, #1)",eng,4.24,136761,145943,8174,https://images.gr-assets.com/books/1490401910m/15760001.jpg,https://images.gr-assets.com/books/1490401910s/15760001.jpg,4,84.15
797,1434768511,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351,109134,3011,https://images.gr-assets.com/books/1328763220m/3206011.jpg,https://images.gr-assets.com/books/1328763220s/3206011.jpg,8,23.37
798,7173687,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish","One Fish, Two Fish, Red Fish, Blue Fish",,4.12,117582,122653,2074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,46.01
799,,Dean Koontz,1987,Watchers,Watchers,,4.16,109595,113984,2687,https://images.gr-assets.com/books/1308458930m/32423.jpg,https://images.gr-assets.com/books/1308458930s/32423.jpg,4,62.97
800,553213873,Helen Keller,1902,The Story of My Life,The Story of My Life,eng,4.07,107313,110056,1683,https://images.gr-assets.com/books/1320429331m/821611.jpg,https://images.gr-assets.com/books/1320429331s/821611.jpg,10,73
801,052595127X,Jonathan Tropper,2009,This Is Where I Leave You,This is Where I Leave You,eng,3.88,98645,111476,11062,https://images.gr-assets.com/books/1467397162m/6224935.jpg,https://images.gr-assets.com/books/1467397162s/6224935.jpg,4,104.4
802,446563080,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,en-US,3.7,106336,118704,11875,https://images.gr-assets.com/books/1291165397m/7108001.jpg,https://images.gr-assets.com/books/1291165397s/7108001.jpg,1,66.16
803,1591826039,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,?ü??üÆ?ü¨?ü??üê?????Ò?üü?ü? 1,"Fruits Basket, Vol. 1",eng,4.23,118467,118803,1541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,106.46
804,743482832,William Shakespeare,1623,The Tempest,The Tempest,en-US,3.8,125178,135537,2831,https://images.gr-assets.com/books/1327793692m/12985.jpg,https://images.gr-assets.com/books/1327793692s/12985.jpg,7,25.26
805,1905654944,"P.C. Cast, Kristin Cast",2010,Burned: A House of Night Novel,"Burned (House of Night, #7)",eng,3.98,120763,129493,2999,https://images.gr-assets.com/books/1327944437m/6917952.jpg,https://images.gr-assets.com/books/1327944437s/6917952.jpg,5,68.9
806,340829788,"Stephen King, Dave McKean",1997,Wizard and Glass,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,120708,4070,https://images.gr-assets.com/books/1327946510m/5096.jpg,https://images.gr-assets.com/books/1327946510s/5096.jpg,2,24.14
807,385351399,Dave Eggers,2013,The Circle,The Circle,eng,3.46,109412,129023,17954,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg,10,6.74
808,439813786,Brian Selznick,2007,The Invention of Hugo Cabret,The Invention of Hugo Cabret,eng,4.23,132159,135507,13128,https://images.gr-assets.com/books/1422312376m/9673436.jpg,https://images.gr-assets.com/books/1422312376s/9673436.jpg,4,63.36
809,60776099,"Aldous Huxley, Christopher Hitchens",1932,Brave New World/Brave New World Revisited,Brave New World / Brave New World Revisited,eng,4.16,108124,110115,1012,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg,6,77.1
810,1591169151,Bisco Hatori,2003,ë≠?ä??ÇÆ?ëˇ≠?ü?????ü?Çü? 1,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,113881,114117,949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,69.97
811,778316556,Mary Kubica,2014,The Good Girl,The Good Girl,eng,3.81,100936,122753,11244,https://images.gr-assets.com/books/1388340126m/18812405.jpg,https://images.gr-assets.com/books/1388340126s/18812405.jpg,2,111.73
812,,Abbi Glines,2012,"Fallen Too Far (Too Far, #1)","Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,138871,143547,7995,https://images.gr-assets.com/books/1349565157m/16070903.jpg,https://images.gr-assets.com/books/1349565157s/16070903.jpg,5,46.41
813,1250049377,Rainbow Rowell,2014,Landline,Landline,eng,3.55,113805,123422,15782,https://images.gr-assets.com/books/1499378092m/18081809.jpg,https://images.gr-assets.com/books/1499378092s/18081809.jpg,1,111.95
814,1905654588,"P.C. Cast, Kristin Cast",2008,Tempted,"Tempted (House of Night, #6)",eng,3.96,127387,137910,3165,https://images.gr-assets.com/books/1408633041m/6262365.jpg,https://images.gr-assets.com/books/1408633041s/6262365.jpg,7,75.34
815,375706674,Cormac McCarthy,2005,No Country for Old Men,No Country for Old Men,eng,4.12,100513,110082,6281,https://images.gr-assets.com/books/1443231179m/12497.jpg,https://images.gr-assets.com/books/1443231179s/12497.jpg,4,58.98
816,7230206,Hilary Mantel,2009,Wolf Hall,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,118705,12827,https://images.gr-assets.com/books/1336576165m/6101138.jpg,https://images.gr-assets.com/books/1336576165s/6101138.jpg,9,15.23
817,006441034X,Diana Wynne Jones,1986,Howl's Moving Castle,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng,4.3,123945,140348,9219,https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg,1,10.32
818,2226131906,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,Dreamcatcher,fre,3.59,115855,122599,1856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,77.88
819,691096120,Henry David Thoreau,1854,Walden; or Life in the Woods,Walden,eng,3.79,108062,120653,3620,https://images.gr-assets.com/books/1465675526m/16902.jpg,https://images.gr-assets.com/books/1465675526s/16902.jpg,10,12.67
820,571225381,Kazuo Ishiguro,1989,The Remains of the Day,The Remains of the Day,eng,4.1,105892,121763,7455,https://images.gr-assets.com/books/1327128714m/28921.jpg,https://images.gr-assets.com/books/1327128714s/28921.jpg,4,32.76
821,446547654,Nicholas Sparks,2010,The Best of Me,The Best of Me,en-US,3.91,103915,124564,9610,https://images.gr-assets.com/books/1301685366m/10766509.jpg,https://images.gr-assets.com/books/1301685366s/10766509.jpg,8,17.4
822,224094157,Julian Barnes,2011,The Sense of an Ending,The Sense of an Ending,eng,3.7,94968,114025,12966,https://images.gr-assets.com/books/1311704453m/10746542.jpg,https://images.gr-assets.com/books/1311704453s/10746542.jpg,3,101.2
823,312938993,Sue Grafton,1982,A is for Alibi,"A is for Alibi (Kinsey Millhone, #1)",en-US,3.82,116026,121225,3236,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,90.49
824,1580495931,"Sophocles, J.E. Thomas",-430,??†¨¯???????®???? ???ç?Å?Ò?´?´?®??,"Oedipus Rex  (The Theban Plays, #1)",eng,3.67,119496,134384,2129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,16.42
825,1400067111,Lisa See,2009,Shanghai Girls,Shanghai Girls (Shanghai Girls #1),eng,3.87,106729,114862,8654,https://images.gr-assets.com/books/1327968416m/5960325.jpg,https://images.gr-assets.com/books/1327968416s/5960325.jpg,4,20.33
826,143039091,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,The Wind in the Willows,eng,3.98,124612,139791,4057,https://images.gr-assets.com/books/1423183570m/5659.jpg,https://images.gr-assets.com/books/1423183570s/5659.jpg,9,17.69
827,,Jenny Han,2014,To All the Boys I've Loved Before,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",eng,4.11,136938,151311,17356,https://images.gr-assets.com/books/1372086100m/15749186.jpg,https://images.gr-assets.com/books/1372086100s/15749186.jpg,10,85.85
828,037571457X,"Marjane Satrapi, Mattias Ripa",2000,Persepolis,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,117103,119965,6588,https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg,4,94.85
829,1420925431,E.M. Forster,1908,A Room with a View,A Room with a View,eng,3.91,109994,122055,3969,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,12.31
830,316084239,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,146547,11130,https://images.gr-assets.com/books/1271108843m/6931356.jpg,https://images.gr-assets.com/books/1271108843s/6931356.jpg,9,3.84
831,067001088X,Sarah Dessen,2008,Lock and Key,Lock and Key,eng,4.01,120475,127649,4950,https://images.gr-assets.com/books/1479691949m/1295102.jpg,https://images.gr-assets.com/books/1479691949s/1295102.jpg,1,44.26
832,399151575,J.D. Robb,1995,Naked in Death,"Naked in Death (In Death, #1)",en-US,4.13,78028,126781,4462,https://images.gr-assets.com/books/1297783540m/268602.jpg,https://images.gr-assets.com/books/1297783540s/268602.jpg,7,91.84
833,385339666,John Grisham,1994,The Chamber,The Chamber,eng,3.76,102715,106806,1337,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,48.93
834,,Stephenie Meyer,2008,Midnight Sun (Partial Draft),"Midnight Sun (Twilight, #1.5)",eng,4.03,138118,138117,9189,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,18.65
835,1569319006,"Masashi Kishimoto, Katy Bridges",1999,NARUTO -?ü??üÆ?ü?- Ü˙Ø?ü?Ñ?? ,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,104633,105269,1207,https://images.gr-assets.com/books/1435524806m/204042.jpg,https://images.gr-assets.com/books/1435524806s/204042.jpg,10,14.81
836,812993292,Rachel Joyce,2012,The Unlikely Pilgrimage of Harold Fry,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",eng,3.89,94012,113876,14583,https://images.gr-assets.com/books/1335816092m/13227454.jpg,https://images.gr-assets.com/books/1335816092s/13227454.jpg,5,86.6
837,307931889,David Levithan,2012,Every Day,"Every Day (Every Day, #1)",eng,3.99,121863,133960,15539,https://images.gr-assets.com/books/1356993940m/13262783.jpg,https://images.gr-assets.com/books/1356993940s/13262783.jpg,9,20.98
838,312861877,Orson Scott Card,1991,Xenocide,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,115183,3217,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,44.42
839,743477561,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,The Merchant of Venice,eng,3.78,115621,128289,2616,https://images.gr-assets.com/books/1327871054m/24128.jpg,https://images.gr-assets.com/books/1327871054s/24128.jpg,7,51.97
840,440178002,James Clavell,1975,Shèçgun,"Shèçgun (Asian Saga, #1)",eng,4.37,104339,115527,3075,https://images.gr-assets.com/books/1397228842m/402093.jpg,https://images.gr-assets.com/books/1397228842s/402093.jpg,6,59.35
841,451219368,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)","Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249,142754,5926,https://images.gr-assets.com/books/1388773547m/42900.jpg,https://images.gr-assets.com/books/1388773547s/42900.jpg,5,27.51
842,1619634449,Sarah J. Maas,2015,A Court of Thorns and Roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,188723,25463,https://images.gr-assets.com/books/1491595796m/16096824.jpg,https://images.gr-assets.com/books/1491595796s/16096824.jpg,4,95.92
843,345803574,E.L. James,2012,,"Fifty Shades Trilogy (Fifty Shades, #1-3)",,4.13,76876,101613,6275,https://images.gr-assets.com/books/1431573483m/13584236.jpg,https://images.gr-assets.com/books/1431573483s/13584236.jpg,9,39.25
844,068983568X,"Bill Martin Jr., John Archambault, Lois Ehlert",1989,Chicka Chicka Boom Boom,Chicka Chicka Boom Boom,eng,4.21,105192,116089,3318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,24.54
845,545132053,Raina Telgemeier,2009,Smile,Smile,eng,4.19,98628,102804,6516,https://images.gr-assets.com/books/1438206850m/6393631.jpg,https://images.gr-assets.com/books/1438206850s/6393631.jpg,2,27.9
846,151010269,"George Orwell, Christopher Hitchens",1950, Animal Farm & 1984,Animal Farm / 1984,eng,4.26,116197,118761,1293,https://images.gr-assets.com/books/1327959366m/5472.jpg,https://images.gr-assets.com/books/1327959366s/5472.jpg,10,47.81
847,140286276,Jacquelyn Mitchard,1996,The Deep End of the Ocean,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,104471,1095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,36.22
848,345457374,Amy Tan,2001,The Bonesetter's Daughter,The Bonesetter's Daughter,en-US,3.98,99926,105274,2871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,59.49
849,60288140,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging","Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,112733,118893,3833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,24.62
850,374214913,Robin Sloan,2012,Mr. Penumbra's 24-Hour Bookstore,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",eng,3.75,110552,127396,20150,https://images.gr-assets.com/books/1345089845m/13538873.jpg,https://images.gr-assets.com/books/1345089845s/13538873.jpg,2,77.19
851,743496310,V.C. Andrews,1979,Flowers in the Attic,"Flowers in the Attic (Dollanganger, #1)",eng,3.79,109063,122259,6055,https://images.gr-assets.com/books/1327880853m/43448.jpg,https://images.gr-assets.com/books/1327880853s/43448.jpg,7,34.26
852,,"Paul Kalanithi, Abraham Verghese",2016,When Breath Becomes Air,When Breath Becomes Air,eng,4.32,116771,165673,15933,https://images.gr-assets.com/books/1492677644m/25899336.jpg,https://images.gr-assets.com/books/1492677644s/25899336.jpg,1,33.96
853,590452037,Jerry Spinelli,1990,Maniac Magee,Maniac Magee,eng,3.86,99831,104657,3689,https://images.gr-assets.com/books/1395884800m/139463.jpg,https://images.gr-assets.com/books/1395884800s/139463.jpg,3,46.94
854,99285444,Chuck Palahniuk,1999,Invisible Monsters,Invisible Monsters,eng,4,54937,99936,4657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,103.66
855,743482778,William Shakespeare,1601,"Twelfth Night; or, What You Will",Twelfth Night,eng,3.97,119607,128893,2615,https://images.gr-assets.com/books/1416628008m/1625.jpg,https://images.gr-assets.com/books/1416628008s/1625.jpg,3,48.27
856,385732562,Lois Lowry,2000,Gathering Blue,"Gathering Blue (The Giver, #2)",eng,3.8,114917,127810,9480,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,31.42
857,014240120X,Ellen Raskin,1978,The Westing Game,The Westing Game,eng,4.03,117108,124343,7814,https://images.gr-assets.com/books/1356850909m/902.jpg,https://images.gr-assets.com/books/1356850909s/902.jpg,10,22.29
858,345539788,Pierce Brown,2014,Red Rising,"Red Rising (Red Rising, #1)",eng,4.26,104939,128188,15775,https://images.gr-assets.com/books/1461354651m/15839976.jpg,https://images.gr-assets.com/books/1461354651s/15839976.jpg,9,68.45
859,316033677,Brent Weeks,2008,The Way of Shadows,"The Way of Shadows (Night Angel, #1)",en-US,4.15,109236,114492,4025,https://images.gr-assets.com/books/1327881551m/3227063.jpg,https://images.gr-assets.com/books/1327881551s/3227063.jpg,9,49.9
860,812474945,Barbara Kingsolver,1988,The Bean Trees,"The Bean Trees (Greer Family, #1)",eng,3.94,105032,113568,5259,https://images.gr-assets.com/books/1443483961m/30868.jpg,https://images.gr-assets.com/books/1443483961s/30868.jpg,2,28.52
861,1476712980,Jamie McGuire,2013,Walking Disaster,"Walking Disaster (Beautiful, #2)",eng,4.23,134022,145114,11348,https://images.gr-assets.com/books/1352338368m/15745950.jpg,https://images.gr-assets.com/books/1352338368s/15745950.jpg,4,31.99
862,765326361,Brandon Sanderson,2014,Words of Radiance,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,108176,7261,https://images.gr-assets.com/books/1391535251m/17332218.jpg,https://images.gr-assets.com/books/1391535251s/17332218.jpg,7,99.83
863,076360013X,"Sam McBratney, Anita Jeram",1988,Guess How Much I Love You,Guess How Much I Love You,en-US,4.36,104690,107554,1326,https://images.gr-assets.com/books/1320457007m/301736.jpg,https://images.gr-assets.com/books/1320457007s/301736.jpg,1,48.6
864,440221668,Diana Gabaldon,2001,The Fiery Cross,"The Fiery Cross (Outlander, #5)",eng,4.26,103552,120438,5048,https://images.gr-assets.com/books/1407366842m/10967.jpg,https://images.gr-assets.com/books/1407366842s/10967.jpg,6,33.28
865,450042685,"Stephen King, John D. MacDonald",1978,Night Shift,Night Shift,en-GB,3.96,104248,112357,2038,https://images.gr-assets.com/books/1342215309m/10628.jpg,https://images.gr-assets.com/books/1342215309s/10628.jpg,7,91.55
866,1400064562,Peter Benchley,1974,Jaws,Jaws,eng,3.96,102574,106201,2205,https://images.gr-assets.com/books/1327958767m/126232.jpg,https://images.gr-assets.com/books/1327958767s/126232.jpg,10,80.74
867,393328627,Nicole Krauss,2005,The History of Love,The History of Love,eng,3.91,98379,103470,9622,https://images.gr-assets.com/books/1327911009m/3867.jpg,https://images.gr-assets.com/books/1327911009s/3867.jpg,5,63.07
868,142402494,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi L?ùngstrump,Pippi Longstocking,eng,4.11,123065,130305,2615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6,49.35
